Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1777781612.792501,4329,0,1
1,NewOrder,1777781612.796855,2091,0,1
2,Payment,1777781612.798969,1044,0,1
1,NewOrder,1777781612.800057,1909,0,1
2,Payment,1777781612.801990,1242,0,1
1,NewOrder,1777781612.803255,3308,0,1
2,Payment,1777781612.806632,4340,0,1
2,Payment,1777781612.811017,4340,0,1
1,NewOrder,1777781612.815429,4626,0,1
4,Delivery,1777781612.820181,10329,0,1
2,Payment,1777781612.830573,3230,0,1
2,Payment,1777781612.833853,1307,0,1
1,NewOrder,1777781612.835193,5573,0,1
1,NewOrder,1777781612.840836,5970,0,1
1,NewOrder,1777781612.846862,5400,0,1
2,Payment,1777781612.852329,1618,0,1
5,StockLevel,1777781612.853974,1260,0,1
2,Payment,1777781612.855258,2203,0,1
1,NewOrder,1777781612.857504,2417,0,1
2,Payment,1777781612.859944,919,0,1
1,NewOrder,1777781612.860902,2805,0,1
1,NewOrder,1777781612.863730,3005,0,1
1,NewOrder,1777781612.866757,8423,0,1
1,NewOrder,1777781612.875217,4633,0,1
2,Payment,1777781612.879880,1720,0,1
2,Payment,1777781612.881626,1600,0,1
1,NewOrder,1777781612.883250,2409,0,1
4,Delivery,1777781612.885686,6854,0,1
4,Delivery,1777781612.892569,13118,0,1
2,Payment,1777781612.905766,1494,0,1
1,NewOrder,1777781612.907286,9535,0,1
1,NewOrder,1777781612.916858,3584,0,1
1,NewOrder,1777781612.920477,1701,0,1
1,NewOrder,1777781612.922205,3930,0,1
1,NewOrder,1777781612.926163,4382,0,1
2,Payment,1777781612.930572,3099,0,1
2,Payment,1777781612.933702,1464,0,1
2,Payment,1777781612.935190,1482,0,1
2,Payment,1777781612.936698,1930,0,1
1,NewOrder,1777781612.938654,11570,0,1
1,NewOrder,1777781612.950291,8580,0,1
1,NewOrder,1777781612.958932,3276,0,1
1,NewOrder,1777781612.962247,9001,0,1
2,Payment,1777781612.971303,2177,0,1
2,Payment,1777781612.973519,2168,0,1
1,NewOrder,1777781612.975725,5879,0,1
2,Payment,1777781612.981647,6192,0,1
1,NewOrder,1777781612.987885,4765,0,1
2,Payment,1777781612.992701,1230,0,1
1,NewOrder,1777781612.993964,2624,0,1
2,Payment,1777781612.996624,2019,0,1
1,NewOrder,1777781612.998674,3451,0,1
1,NewOrder,1777781613.002157,4584,0,1
1,NewOrder,1777781613.006802,4843,0,1
2,Payment,1777781613.011695,1914,0,1
2,Payment,1777781613.013641,923,0,1
5,StockLevel,1777781613.014593,1016,0,1
2,Payment,1777781613.015633,1792,0,1
